0
22.75
23.75
25.75
27.0
26.0
19.0
24.0
39.0
16.75
16.75
19.75
24.0
34.5
29.5
28.0
22.25
22.5
23.25
32.5
24.5
34.5
46.5
30.75
28.0
38.75
23.0
24.0
31.75
25.5
30.25
23.75
34.25
19.25
25.75
20.25
51.5
30.0
32.0
27.25
32.5
21.5
32.5
22.5
42.25
21.0
29.5
23.5
25.0
24.25
41.0
25.75
32.0
31.25
44.0
49.25
30.0
40.25
32.75
20.5
52.0
30.25
24.75
28.0
38.25
29.0
43.5
40.75
55.5
34.75
24.5
22.0
21.25
33.75
47.75
38.0
23.0
28.75
28.0
31.75
34.0
31.25
31.75
37.75
29.5
31.75
25.5
33.0
37.75
65.5
35.0
53.75
26.5
24.5
52.5
23.0
69.5
57.75
38.0
50.5
44.5
44.75
51.75
36.0
50.5
68.25
40.75
59.25
42.0
46.5
43.75
42.5
29.25
78.75
53.0
61.0
43.0
105.0
36.75
76.25
38.25
35.5
106.25
61.0
58.0
73.0
56.5
83.75
92.75
89.75
93.0
50.25
94.5
103.5
63.25
101.75
85.75
59.75
74.5
81.5
99.25
92.25
112.25
55.75
128.5
114.0
130.0
94.25
98.25
129.0
194.75
93.0
157.0
114.75
132.25
157.75
161.5
152.5
163.0
143.0
169.75
162.75
176.75
157.25
156.25
190.25
164.5
143.75
152.75
167.0
176.5
170.0
167.0
164.0
197.5
178.0
197.25
176.25
159.25
200.0
153.25
183.0
169.5
192.5
198.25
185.5
194.5
170.75
194.5
185.75
196.5
198.25
188.0
167.0
186.75
196.75
180.5
179.75
178.75
175.0
162.75
189.5
150.25
198.0
168.75
197.25
196.25
154.0
158.25
178.75
182.0
149.5
188.5
186.5
182.75
192.75
200.0
173.5
199.75
195.0
165.0
182.25
200.0
185.75
170.0
200.0
200.0
196.75
196.25
200.0
200.0
180.0
195.25
194.0
177.25
200.0
200.0
200.0
200.0
199.75
200.0
200.0
188.0
177.0
200.0
200.0
200.0
200.0
193.0
200.0
200.0
200.0
